"system_name","namespace","type_name","system_kind","side_hint","purpose_hint","tick_hint","tick_semantics","evidence","needs_runtime_verification","source"
"ProjectM.CustomizeCharacterSystem","ProjectM","CustomizeCharacterSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DateTimeSystem","ProjectM","DateTimeSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DealDamageOnGameplayEvents","ProjectM","DealDamageOnGameplayEvents","type/reference","shared/unknown","combat/damage","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DealDamageOnGameplayEvents_Initialize","ProjectM","DealDamageOnGameplayEvents_Initialize","type/reference","shared/unknown","combat/damage","initialization/baking hint","initialization","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DeathEventListenerSystem","ProjectM","DeathEventListenerSystem","system","shared/unknown","events/timing","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DeathMenuSystem","ProjectM","DeathMenuSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DebugAttachSystem","ProjectM","DebugAttachSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DebugEventsSystem","ProjectM","DebugEventsSystem","system","shared/unknown","events/timing","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Debugging.AbilityEventDebuggingSystem","ProjectM.Debugging","AbilityEventDebuggingSystem","system","shared/unknown","ability/casting","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Debugging.DestroyEventDebuggingSystem","ProjectM.Debugging","DestroyEventDebuggingSystem","system","shared/unknown","events/timing","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Debugging.GameplayDebuggingSystemBase","ProjectM.Debugging","GameplayDebuggingSystemBase","type/reference","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Debugging.GameplayEventDebuggingSystem","ProjectM.Debugging","GameplayEventDebuggingSystem","system","shared/unknown","events/timing","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Debugging.SpawnEventDebuggingSystem","ProjectM.Debugging","SpawnEventDebuggingSystem","system","shared/unknown","entities/spawn","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DebugSharedStaticSystem","ProjectM","DebugSharedStaticSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DebugWorldLineOfSightBoundsSystem","ProjectM","DebugWorldLineOfSightBoundsSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DebugWorldPathfindingBoundsSystem","ProjectM","DebugWorldPathfindingBoundsSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DebugWorldRestrictionAreaBoundsSystem","ProjectM","DebugWorldRestrictionAreaBoundsSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DebugWorldSurfaceFluffBoundsSystem","ProjectM","DebugWorldSurfaceFluffBoundsSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DebugWorldTileBoundsSystem<TDebugWorldTileBounds,TTileTypeTag>","ProjectM","DebugWorldTileBoundsSystem<TDebugWorldTileBounds,TTileTypeTag>","type/reference","shared/unknown","castle/building","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DebugWorldTileCollisionBoundsSystem","ProjectM","DebugWorldTileCollisionBoundsSystem","system","shared/unknown","castle/building","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DebugWorldTileHeightBoundsSystem","ProjectM","DebugWorldTileHeightBoundsSystem","system","shared/unknown","castle/building","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DebugWorldTilePlacementBoundsSystem","ProjectM","DebugWorldTilePlacementBoundsSystem","system","shared/unknown","castle/building","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DefaultActionsSystem","ProjectM","DefaultActionsSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DefaultWorldConsoleCommandSystem","ProjectM","DefaultWorldConsoleCommandSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DelayThroughGameplayEvents","ProjectM","DelayThroughGameplayEvents","type/reference","shared/unknown","events/timing","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DelayThroughGameplayEvents_Initialize","ProjectM","DelayThroughGameplayEvents_Initialize","type/reference","shared/unknown","events/timing","initialization/baking hint","initialization","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DeleteMapMarkerSystem","ProjectM","DeleteMapMarkerSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DeserializeComponentsGroup","ProjectM","DeserializeComponentsGroup","group","shared/unknown","persistence","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DeserializeGroup","ProjectM","DeserializeGroup","group","shared/unknown","persistence","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DeserializeMapIconSystem","ProjectM","DeserializeMapIconSystem","system","shared/unknown","persistence","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Destroy_BuffModificationsSystem_Client","ProjectM","Destroy_BuffModificationsSystem_Client","type/reference","client","buffs/effects","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Destroy_BuffModificationsSystem_Server","ProjectM","Destroy_BuffModificationsSystem_Server","type/reference","server","buffs/effects","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Destroy_KnockbackResistanceBuff","ProjectM","Destroy_KnockbackResistanceBuff","type/reference","shared/unknown","buffs/effects","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Destroy_MoveSpeedBuffSystem","ProjectM","Destroy_MoveSpeedBuffSystem","system","shared/unknown","AI/navigation","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Destroy_RemapAbilitySlotsForGamepadBuffSystem","ProjectM","Destroy_RemapAbilitySlotsForGamepadBuffSystem","system","shared/unknown","ability/casting","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Destroy_ServerControlsPositionSystem","ProjectM","Destroy_ServerControlsPositionSystem","system","shared/unknown","unknown; research required","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Destroy_SetOwnerRotateTowardsMouseSystem","ProjectM","Destroy_SetOwnerRotateTowardsMouseSystem","system","shared/unknown","unknown; research required","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Destroy_SetOwnerRotateTowardsMovementSystem","ProjectM","Destroy_SetOwnerRotateTowardsMovementSystem","system","shared/unknown","AI/navigation","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Destroy_TravelBuffSystem","ProjectM","Destroy_TravelBuffSystem","system","shared/unknown","buffs/effects","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DestroyBarrier","ProjectM","DestroyBarrier","barrier","shared/unknown","scheduling/group boundary","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DestroyBuffOnDamageTakenSystem","ProjectM","DestroyBuffOnDamageTakenSystem","system","shared/unknown","combat/damage","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DestroyBuffOnMoveSystem","ProjectM","DestroyBuffOnMoveSystem","system","shared/unknown","AI/navigation","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DestroyBuffsWithDeadTargetsOrOwnersSystem","ProjectM","DestroyBuffsWithDeadTargetsOrOwnersSystem","system","shared/unknown","buffs/effects","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DestroyDeathEventSystem","ProjectM","DestroyDeathEventSystem","system","shared/unknown","events/timing","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DestroyEntitiesBarrier_Client","ProjectM","DestroyEntitiesBarrier_Client","type/reference","client","scheduling/group boundary","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DestroyEntitiesBarrier_Server","ProjectM","DestroyEntitiesBarrier_Server","type/reference","server","scheduling/group boundary","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DestroyEntityOnAbilityEndedSystem","ProjectM","DestroyEntityOnAbilityEndedSystem","system","shared/unknown","ability/casting","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DestroyGroup","ProjectM","DestroyGroup","group","shared/unknown","scheduling/group boundary","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DestroyGroup_Server","ProjectM","DestroyGroup_Server","type/reference","server","scheduling/group boundary","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DestroyOnGameplayEvents","ProjectM","DestroyOnGameplayEvents","type/reference","shared/unknown","events/timing","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DestroyOnGameplayEvents_Initialize","ProjectM","DestroyOnGameplayEvents_Initialize","type/reference","shared/unknown","events/timing","initialization/baking hint","initialization","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DestroySpawnChainChildrenOnDestroySystem","ProjectM","DestroySpawnChainChildrenOnDestroySystem","system","shared/unknown","AI/navigation","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DestroyTagGroup","ProjectM","DestroyTagGroup","group","shared/unknown","scheduling/group boundary","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DestroyWhenNoCharacterNearbyAfterDurationSystem_Spawn","ProjectM","DestroyWhenNoCharacterNearbyAfterDurationSystem_Spawn","type/reference","shared/unknown","entities/spawn","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DetachSystem","ProjectM","DetachSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DetectJewelChangedSystem_Client","ProjectM","DetectJewelChangedSystem_Client","type/reference","client","unknown; research required","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DisableInputActionSystem","ProjectM","DisableInputActionSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DiscoveredMapZonesClientSystem","ProjectM","DiscoveredMapZonesClientSystem","system","shared/unknown","unknown; research required","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DiscoverResearchSystem","ProjectM","DiscoverResearchSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DoorChildrenCleanupBakingSystem","ProjectM","DoorChildrenCleanupBakingSystem","system","shared/unknown","castle/building","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DoubleFrameDebugSystem","ProjectM","DoubleFrameDebugSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DrawColoredGridSystem","ProjectM","DrawColoredGridSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DrawTileGridSystem<TShowTileGrid,TGridIsActiveTag>","ProjectM","DrawTileGridSystem<TShowTileGrid,TGridIsActiveTag>","type/reference","shared/unknown","castle/building","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DropFromTablesOnGameplayEvents","ProjectM","DropFromTablesOnGameplayEvents","type/reference","shared/unknown","events/timing","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DropFromTablesOnGameplayEvents_Initialize","ProjectM","DropFromTablesOnGameplayEvents_Initialize","type/reference","shared/unknown","events/timing","initialization/baking hint","initialization","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DropInInventoryOnSpawnSystem","ProjectM","DropInInventoryOnSpawnSystem","system","shared/unknown","inventory/items","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DropInventoryItemSystem","ProjectM","DropInventoryItemSystem","system","shared/unknown","inventory/items","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DropInventorySystem","ProjectM","DropInventorySystem","system","shared/unknown","inventory/items","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DropItemSystem","ProjectM","DropItemSystem","system","shared/unknown","inventory/items","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DropItemThrowSystem","ProjectM","DropItemThrowSystem","system","shared/unknown","inventory/items","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DropItemThrowSystem_Destroy","ProjectM","DropItemThrowSystem_Destroy","type/reference","shared/unknown","inventory/items","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DroptableComponentBakingSystem","ProjectM","DroptableComponentBakingSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.DroptableComponentBakingSystem_Initialize","ProjectM","DroptableComponentBakingSystem_Initialize","type/reference","shared/unknown","unknown; research required","initialization/baking hint","initialization","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.EarlyUpdateGroup","ProjectM","EarlyUpdateGroup","group","shared/unknown","events/timing","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ECBSyncPointManager","ProjectM","ECBSyncPointManager","type/reference","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.EditorShowTileCollisionSystem","ProjectM","EditorShowTileCollisionSystem","system","shared/unknown","castle/building","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ElevateUserSystem","ProjectM","ElevateUserSystem","system","shared/unknown","networking","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.EmoteSystem","ProjectM","EmoteSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.EndDeserializeBarrier","ProjectM","EndDeserializeBarrier","barrier","shared/unknown","persistence","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.EntityControlSystem","ProjectM","EntityControlSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.EquipItemFromInventorySystem","ProjectM","EquipItemFromInventorySystem","system","shared/unknown","inventory/items","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.EquipItemSystem","ProjectM","EquipItemSystem","system","shared/unknown","inventory/items","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.EquipmentTransferSystem","ProjectM","EquipmentTransferSystem","system","shared/unknown","inventory/items","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.EquipSaddleSystem","ProjectM","EquipSaddleSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.EquipServantItemFromInventorySystem","ProjectM","EquipServantItemFromInventorySystem","system","shared/unknown","inventory/items","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.EquipServantItemSystem","ProjectM","EquipServantItemSystem","system","shared/unknown","inventory/items","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.FactionLookupSystem","ProjectM","FactionLookupSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.FadeToBlackSystem_Client","ProjectM","FadeToBlackSystem_Client","type/reference","client","unknown; research required","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.FadeToBlackSystem_Server","ProjectM","FadeToBlackSystem_Server","type/reference","server","unknown; research required","server-world hint","server_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.FeedableInventorySystem_Spawn","ProjectM","FeedableInventorySystem_Spawn","type/reference","shared/unknown","inventory/items","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.FilterPlayerCharacterNamesSystem","ProjectM","FilterPlayerCharacterNamesSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.FinalizeGroup_Client","ProjectM","FinalizeGroup_Client","type/reference","client","scheduling/group boundary","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.FinalizeGroup_Server","ProjectM","FinalizeGroup_Server","type/reference","server","scheduling/group boundary","server-world hint","server_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
